card_id,name_ko,name_en,source,index,text_en,rule,confidence,score_low,score_baseline,score_high,basis
CLUMSY,서투름,Clumsy,keyword,,keyword_unplayable,keyword_unplayable,medium,-2.0,-1.25,-0.75,draw/hand clog
COLD_SNAP,꽃샘추위,Cold Snap,clause,1,Deal 6 damage.,atomic_fixed,high,3.0,3.0,3.0,v3 quantified/scenario rule
COLD_SNAP,꽃샘추위,Cold Snap,clause,2,Channel 1 Frost.,atomic_fixed,medium,3.2,3.2,3.2,v3 quantified/scenario rule
COLLISION_COURSE,불가피한 충돌,Collision Course,clause,1,Deal 11 damage.,atomic_fixed,high,5.5,5.5,5.5,v3 quantified/scenario rule
COLLISION_COURSE,불가피한 충돌,Collision Course,clause,2,Add a Debris into your Hand.,atomic_fixed,high,-2.8,-2.8,-2.8,v3 quantified/scenario rule
COLOSSUS,거상,Colossus,clause,1,Gain 5 Block.,atomic_fixed,high,3.0,3.0,3.0,v3 quantified/scenario rule
COLOSSUS,거상,Colossus,clause,2,You receive 50% less damage from Vulnerable enemies this turn.,percent_damage_reduction,low,2.0,5.0,12.0,prevented incoming damage
COMET,혜성,Comet,clause,1,Deal 33 damage.,atomic_fixed,high,16.5,16.5,16.5,v3 quantified/scenario rule
COMET,혜성,Comet,clause,2,Apply 3 Weak.,atomic_fixed,medium,6.3,6.3,6.3,v3 quantified/scenario rule
COMET,혜성,Comet,clause,3,Apply 3 Vulnerable.,atomic_fixed,medium,6.0,6.0,6.0,v3 quantified/scenario rule
COMET,혜성,Comet,printed_cost,,Spend 5 Stars to play this card,cost_star_spend,low,-10.0,-10.0,-10.0,printed Star payment: 5 × -2.0
COMPACT,압축,Compact,clause,1,Gain 6 Block.,atomic_fixed,high,3.6,3.6,3.6,v3 quantified/scenario rule
COMPACT,압축,Compact,clause,2,Transform all Status cards in your Hand into Fuel.,bulk_transform,low,2.0,6.0,12.0,multiple card replacement
COMPILE_DRIVER,컴파일 드라이버,Compile Driver,clause,1,Deal 7 damage.,atomic_fixed,high,3.5,3.5,3.5,v3 quantified/scenario rule
COMPILE_DRIVER,컴파일 드라이버,Compile Driver,clause,2,Draw 1 card for each unique Orb you have.,atomic_fixed+scaling_count,low,1.25,2.75,12.5,v3 quantified/scenario rule
CONFLAGRATION,대화재,Conflagration,clause,1,Deal 2 damage to ALL enemies 4 times.,atomic_fixed,high,5.2,5.2,5.2,v3 quantified/scenario rule
CONFLAGRATION,대화재,Conflagration,interaction,,multi_hit_strength_synergy,multi_hit_strength_synergy,medium,0.0,0.75,2.25,V3 cross-effect interaction
CONQUEROR,정복자,Conqueror,clause,1,Forge 3.,atomic_fixed,medium,0.99,0.99,0.99,v3 quantified/scenario rule
CONQUEROR,정복자,Conqueror,clause,2,Sovereign Blade deals double damage to the enemy this turn.,double_damage_window,low,2.5,6.0,15.0,additional attack damage
CONSUMING_SHADOW,그림자 소모,Consuming Shadow,clause,1,Channel 2 Dark.,atomic_fixed,medium,8.8,8.8,8.8,v3 quantified/scenario rule
CONSUMING_SHADOW,그림자 소모,Consuming Shadow,clause,2,"At the end of your turn, Evoke your leftmost Orb.",atomic_evoke_orb+recurring_turns,low,1.125,5.55,24.0,v3 quantified/scenario rule
CONVERGENCE,수렴,Convergence,clause,1,"Next turn, gain 1 Energy and 1 Stars.",delayed_energy_and_stars,medium,3.2,3.2,3.2,resource units × next-turn delay
CONVERGENCE,수렴,Convergence,clause,2,Retain your Hand this turn.,atomic_retain_hand,high,2.0,2.0,2.0,v3 quantified/scenario rule
COOLANT,냉각재,Coolant,clause,1,"At the start of your turn, gain 2 Block for each unique Orb you have.",atomic_fixed+recurring_turns+scaling_count,low,1.8,9.768,72.0,v3 quantified/scenario rule
COOLHEADED,냉정함,Coolheaded,clause,1,Channel 1 Frost.,atomic_fixed,medium,3.2,3.2,3.2,v3 quantified/scenario rule
COOLHEADED,냉정함,Coolheaded,clause,2,Draw 1 card.,atomic_fixed,medium,1.25,1.25,1.25,v3 quantified/scenario rule
COORDINATE,협력,Coordinate,clause,1,Give another player 5 Strength this turn.,coop_temporary_strength,medium,3.0,3.0,3.0,temporary stat × ally factor
CORROSIVE_WAVE,부식성 파도,Corrosive Wave,clause,1,"Whenever you draw a card this turn, apply 2 Poison to ALL enemies.",atomic_fixed+event_triggers,low,2.6,9.1,46.8,v3 quantified/scenario rule
CORRUPTION,타락,Corruption,clause,1,Skills cost 0 Energy.,skills_cost_zero,low,2.5,7.5,15.0,skills played after power
CORRUPTION,타락,Corruption,clause,2,"Whenever you play a Skill, Exhaust it.",skill_exhaust_aura,low,-2.0,1.0,5.0,lost reuse versus exhaust/deck-thinning synergies
COSMIC_INDIFFERENCE,우주적 무관심,Cosmic Indifference,clause,1,Gain 6 Block.,atomic_fixed,high,3.6,3.6,3.6,v3 quantified/scenario rule
COSMIC_INDIFFERENCE,우주적 무관심,Cosmic Indifference,clause,2,Put a card from your Discard Pile on top of your Draw Pile.,atomic_retrieve_topdeck,medium,1.5,1.5,1.5,v3 quantified/scenario rule
COUNTDOWN,카운트다운,Countdown,clause,1,"At the start of your turn, apply 6 Doom to a random enemy.",atomic_random_target_doom+recurring_turns,low,2.187,5.395,8.748,v3 quantified/scenario rule
CRASH_LANDING,불시착,Crash Landing,clause,1,Deal 21 damage to ALL enemies.,atomic_fixed,high,13.65,13.65,13.65,v3 quantified/scenario rule
CRASH_LANDING,불시착,Crash Landing,clause,2,Fill your Hand with Debris.,fill_hand_status,low,-3.0,-1.0,1.0,status hand pollution
CREATIVE_AI,창의적인 인공지능,Creative AI,clause,1,"At the start of your turn, add a random Power into your Hand.",atomic_random_power_card+recurring_turns,low,7.5,18.5,30.0,v3 quantified/scenario rule
CRESCENT_SPEAR,초승달 창,Crescent Spear,clause,1,Deal 8 damage.,atomic_fixed,high,4.0,4.0,4.0,v3 quantified/scenario rule
CRESCENT_SPEAR,초승달 창,Crescent Spear,clause,2,Deals 2 additional damage for ALL your cards that have a 1 Stars cost.,additional_damage_scaling,medium,1.0,2.2,10.0,damage unit × reference count
CRESCENT_SPEAR,초승달 창,Crescent Spear,printed_cost,,Spend 1 Stars to play this card,cost_star_spend,low,-2.0,-2.0,-2.0,printed Star payment: 1 × -2.0
CRIMSON_MANTLE,핏빛 망토,Crimson Mantle,clause,1,"At the start of your turn, lose 1 HP and gain 8 Block.",atomic_fixed+recurring_turns,low,6.375,15.725,25.5,v3 quantified/scenario rule
CRUELTY,악랄함,Cruelty,clause,1,Vulnerable enemies take an additional 25% damage.,percent_damage_bonus,low,1.25,3.0,6.25,expected affected attack damage
CRUSH_UNDER,지면 파쇄,Crush Under,clause,1,Deal 7 damage to ALL enemies.,atomic_fixed,high,4.55,4.55,4.55,v3 quantified/scenario rule
CRUSH_UNDER,지면 파쇄,Crush Under,clause,2,All enemies lose 1 Strength this turn.,atomic_enemy_strength_loss_turn,medium,1.17,1.17,1.17,v3 quantified/scenario rule
CURSE_OF_THE_BELL,방울의 저주,Curse of the Bell,keyword,,keyword_unplayable,keyword_unplayable,medium,-2.0,-1.25,-0.75,draw/hand clog
CURSE_OF_THE_BELL,방울의 저주,Curse of the Bell,keyword,,keyword_eternal_meta,keyword_eternal_meta,medium,-1.0,-1.0,-1.0,deck removal restriction
DAGGER_SPRAY,단검 분사,Dagger Spray,clause,1,Deal 4 damage to ALL enemies twice.,atomic_fixed,high,5.2,5.2,5.2,v3 quantified/scenario rule
DAGGER_SPRAY,단검 분사,Dagger Spray,interaction,,multi_hit_strength_synergy,multi_hit_strength_synergy,medium,0.0,0.25,0.75,V3 cross-effect interaction
DAGGER_THROW,단검 투척,Dagger Throw,clause,1,Deal 9 damage.,atomic_fixed,high,4.5,4.5,4.5,v3 quantified/scenario rule
DAGGER_THROW,단검 투척,Dagger Throw,clause,2,Draw 1 card.,atomic_fixed,medium,1.25,1.25,1.25,v3 quantified/scenario rule
DAGGER_THROW,단검 투척,Dagger Throw,clause,3,Discard 1 card.,atomic_fixed,high,0.25,0.25,0.25,v3 quantified/scenario rule
DANSE_MACABRE,죽음의 무도,Danse Macabre,clause,1,"Whenever you play a card that costs 2 Energy or more, gain 4 Block.",atomic_fixed+event_triggers,low,2.4,8.4,43.2,v3 quantified/scenario rule
DARKNESS,어둠,Darkness,clause,1,Channel 1 Dark.,atomic_fixed,medium,4.4,4.4,4.4,v3 quantified/scenario rule
DARKNESS,어둠,Darkness,clause,2,Trigger the passive ability of all Dark Orbs.,trigger_all_dark,low,2.0,8.0,20.0,Dark count and charge
DARK_EMBRACE,어둠의 포옹,Dark Embrace,clause,1,"Whenever a card is Exhausted, draw 1 card.",atomic_fixed+event_triggers,low,1.25,4.375,22.5,v3 quantified/scenario rule
DARK_SHACKLES,어둠의 족쇄,Dark Shackles,clause,1,Enemy loses 9 Strength this turn.,atomic_enemy_strength_loss_turn,medium,8.1,8.1,8.1,v3 quantified/scenario rule
DARK_SHACKLES,어둠의 족쇄,Dark Shackles,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DASH,돌진,Dash,clause,1,Gain 10 Block.,atomic_fixed,high,6.0,6.0,6.0,v3 quantified/scenario rule
DASH,돌진,Dash,clause,2,Deal 10 damage.,atomic_fixed,high,5.0,5.0,5.0,v3 quantified/scenario rule
DAZED,어지러움,Dazed,keyword,,keyword_ethereal_cleanup,keyword_ethereal_cleanup,medium,1.0,1.0,1.0,removes harmful card
DAZED,어지러움,Dazed,keyword,,keyword_unplayable,keyword_unplayable,medium,-2.0,-1.25,-0.75,draw/hand clog
DEADLY_POISON,맹독,Deadly Poison,clause,1,Apply 5 Poison.,atomic_fixed,high,5.0,5.0,5.0,v3 quantified/scenario rule
DEATHBRINGER,죽음 인도자,Deathbringer,clause,1,Apply 21 Doom and 1 Weak to ALL enemies.,atomic_fixed,medium,10.101,10.101,10.101,v3 quantified/scenario rule
DEATHS_DOOR,죽음의 문턱,Death's Door,clause,1,Gain 6 Block.,atomic_fixed,high,3.6,3.6,3.6,v3 quantified/scenario rule
DEATHS_DOOR,죽음의 문턱,Death's Door,clause,2,"If you applied Doom this turn, gain Block 2 additional times.",conditional_repeat_block,medium,0.0,5.04,7.2,printed Block × extra repeats × condition
DEATH_MARCH,죽음의 행진,Death March,clause,1,Deal 8 damage.,atomic_fixed,high,4.0,4.0,4.0,v3 quantified/scenario rule
DEATH_MARCH,죽음의 행진,Death March,clause,2,Deals 4 additional damage for each card drawn during your turn.,additional_damage_scaling,medium,2.0,4.4,20.0,damage unit × reference count
DEBILITATE,쇠락,Debilitate,clause,1,Deal 10 damage.,atomic_fixed,high,5.0,5.0,5.0,v3 quantified/scenario rule
DEBILITATE,쇠락,Debilitate,clause,2,Vulnerable and Weak are twice as effective against the enemy for the next 2 turns.,double_debuff_effect,low,2.0,6.0,12.0,two-turn debuff amplification
DEBRIS,잔해,Debris,keyword,,keyword_exhaust_cleanup,keyword_exhaust_cleanup,medium,1.0,1.0,1.0,removes harmful card
DEBT,빚,Debt,clause,1,"At the end of your turn, if this is in your Hand, lose 10 Gold.",recurring_gold_loss_curse,low,-5.0,-2.0,-1.0,1/2/5 end-turn Gold losses
DEBT,빚,Debt,keyword,,keyword_unplayable,keyword_unplayable,medium,-2.0,-1.25,-0.75,draw/hand clog
DECAY,부패,Decay,clause,1,"At the end of your turn, if this is in your Hand, take 2 damage.",atomic_self_damage+condition_probability+recurring_turns,medium,-6.6,-2.849,-0.0,v3 quantified/scenario rule
DECAY,부패,Decay,keyword,,keyword_unplayable,keyword_unplayable,medium,-2.0,-1.25,-0.75,draw/hand clog
DECISIONS_DECISIONS,어려운 결정,"Decisions, Decisions",clause,1,Draw 3 cards.,atomic_fixed,medium,5.55,5.55,5.55,v3 quantified/scenario rule
DECISIONS_DECISIONS,어려운 결정,"Decisions, Decisions",clause,2,Choose a Skill in your Hand and play it 3 times.,selected_card_multi_play,low,4.0,10.0,20.0,average selected card repeats
DECISIONS_DECISIONS,어려운 결정,"Decisions, Decisions",keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DECISIONS_DECISIONS,어려운 결정,"Decisions, Decisions",printed_cost,,Spend 6 Stars to play this card,cost_star_spend,low,-12.0,-12.0,-12.0,printed Star payment: 6 × -2.0
DEFEND_DEFECT,수비,Defend,clause,1,Gain 5 Block.,atomic_fixed,high,3.0,3.0,3.0,v3 quantified/scenario rule
DEFEND_IRONCLAD,수비,Defend,clause,1,Gain 5 Block.,atomic_fixed,high,3.0,3.0,3.0,v3 quantified/scenario rule
DEFEND_NECROBINDER,수비,Defend,clause,1,Gain 5 Block.,atomic_fixed,high,3.0,3.0,3.0,v3 quantified/scenario rule
DEFEND_REGENT,수비,Defend,clause,1,Gain 5 Block.,atomic_fixed,high,3.0,3.0,3.0,v3 quantified/scenario rule
DEFEND_SILENT,수비,Defend,clause,1,Gain 5 Block.,atomic_fixed,high,3.0,3.0,3.0,v3 quantified/scenario rule
DEFILE,모독,Defile,clause,1,Deal 13 damage.,atomic_fixed,high,6.5,6.5,6.5,v3 quantified/scenario rule
DEFILE,모독,Defile,keyword,,keyword_ethereal,keyword_ethereal,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DEFLECT,튕겨내기,Deflect,clause,1,Gain 4 Block.,atomic_fixed,high,2.4,2.4,2.4,v3 quantified/scenario rule
DEFRAGMENT,조각모음,Defragment,clause,1,Gain 1 Focus.,atomic_fixed,medium,6.5,6.5,6.5,v3 quantified/scenario rule
DEFY,반항,Defy,clause,1,Gain 6 Block.,atomic_fixed,high,3.6,3.6,3.6,v3 quantified/scenario rule
DEFY,반항,Defy,clause,2,Apply 1 Weak.,atomic_fixed,medium,2.1,2.1,2.1,v3 quantified/scenario rule
DEFY,반항,Defy,keyword,,keyword_ethereal,keyword_ethereal,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DELAY,지연,Delay,clause,1,Gain 11 Block.,atomic_fixed,high,6.6,6.6,6.6,v3 quantified/scenario rule
DELAY,지연,Delay,clause,2,"Next turn, gain 1 Energy.",atomic_fixed+delay_next_turn,medium,2.0,2.0,2.0,v3 quantified/scenario rule
DEMESNE,권역,Demesne,clause,1,"At the start of your turn, gain 1 Energy and draw 1 additional card.",atomic_fixed+recurring_turns,low,5.625,13.875,22.5,v3 quantified/scenario rule
DEMESNE,권역,Demesne,keyword,,keyword_ethereal,keyword_ethereal,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DEMONIC_SHIELD,악마의 방패,Demonic Shield,clause,1,Lose 1 HP.,atomic_fixed,high,-0.55,-0.55,-0.55,v3 quantified/scenario rule
DEMONIC_SHIELD,악마의 방패,Demonic Shield,clause,2,Give another player Block equal to your Block.,coop_block_equal,low,2.25,6.75,13.5,own Block scenarios × ally factor
DEMONIC_SHIELD,악마의 방패,Demonic Shield,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DEMON_FORM,악마의 형상,Demon Form,clause,1,"At the start of your turn, gain 2 Strength.",atomic_fixed+recurring_turns,low,9.75,24.05,39.0,v3 quantified/scenario rule
DEVASTATE,초토화,Devastate,clause,1,Deal 30 damage.,atomic_fixed,high,15.0,15.0,15.0,v3 quantified/scenario rule
DEVASTATE,초토화,Devastate,printed_cost,,Spend 4 Stars to play this card,cost_star_spend,low,-8.0,-8.0,-8.0,printed Star payment: 4 × -2.0
DEVOUR_LIFE,생명 삼키기,Devour Life,clause,1,"Whenever you play a Soul, Summon 1.",atomic_fixed+event_triggers,medium,1.1,3.85,19.8,v3 quantified/scenario rule
DIRGE,장송가,Dirge,clause,1,Summon 3 X times.,x_summon,medium,3.3,6.6,13.2,Summon unit × 3 × X
DIRGE,장송가,Dirge,clause,2,Add X Souls into your Draw Pile.,atomic_fixed+x_value,low,1.0,2.0,4.0,v3 quantified/scenario rule
DIRGE,장송가,Dirge,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DISCOVERY,발견,Discovery,clause,1,Choose 1 of 3 random cards to add into your Hand.,discover_card,low,2.5,3.5,5.0,best-of-three generated card
DISCOVERY,발견,Discovery,clause,2,It's free to play this turn.,atomic_free_generated_card,high,2.5,2.5,2.5,v3 quantified/scenario rule
DISCOVERY,발견,Discovery,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DISINTEGRATION,분해,Disintegration,clause,1,"At the end of your turn, take 6 damage.",atomic_self_damage+recurring_turns,medium,-19.8,-12.21,-4.95,v3 quantified/scenario rule
DISMANTLE,해체,Dismantle,clause,1,Deal 8 damage.,atomic_fixed,high,4.0,4.0,4.0,v3 quantified/scenario rule
DISMANTLE,해체,Dismantle,clause,2,"If the enemy is Vulnerable, hits twice.",conditional_extra_hits,low,0.0,2.8,4.0,v3 quantified/scenario rule
DISTRACTION,방해,Distraction,clause,1,Add a random Skill into your Hand.,atomic_random_skill_card,low,3.0,3.0,3.0,v3 quantified/scenario rule
DISTRACTION,방해,Distraction,clause,2,It's free to play this turn.,atomic_free_generated_card,high,2.5,2.5,2.5,v3 quantified/scenario rule
DISTRACTION,방해,Distraction,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DODGE_AND_ROLL,구르기,Dodge and Roll,clause,1,Gain 4 Block.,atomic_fixed,high,2.4,2.4,2.4,v3 quantified/scenario rule
DODGE_AND_ROLL,구르기,Dodge and Roll,clause,2,"Next turn, gain 4 Block.",atomic_fixed+delay_next_turn,high,1.92,1.92,1.92,v3 quantified/scenario rule
DOMINATE,제압,Dominate,clause,1,Apply 1 Vulnerable.,atomic_fixed,medium,2.0,2.0,2.0,v3 quantified/scenario rule
DOMINATE,제압,Dominate,clause,2,Gain 1 Strength for each Vulnerable on the enemy.,atomic_fixed+scaling_count,low,3.25,7.15,32.5,v3 quantified/scenario rule
DOMINATE,제압,Dominate,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DOUBLE_ENERGY,에너자이저,Double Energy,clause,1,Double your Energy.,double_current_energy,low,2.5,5.0,10.0,1/2/4 current Energy
DOUBLE_ENERGY,에너자이저,Double Energy,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DOUBT,의심,Doubt,clause,1,"At the end of your turn, if this is in your Hand, gain 1 Weak.",atomic_self_debuff+condition_probability+recurring_turns,low,-9.0,-3.885,-0.0,v3 quantified/scenario rule
DOUBT,의심,Doubt,keyword,,keyword_unplayable,keyword_unplayable,medium,-2.0,-1.25,-0.75,draw/hand clog
DRAIN_POWER,기력 흡수,Drain Power,clause,1,Deal 10 damage.,atomic_fixed,high,5.0,5.0,5.0,v3 quantified/scenario rule
DRAIN_POWER,기력 흡수,Drain Power,clause,2,Upgrade 2 random cards in your Discard Pile.,atomic_upgrade,medium,4.0,4.0,4.0,v3 quantified/scenario rule
DRAMATIC_ENTRANCE,극적인 입장,Dramatic Entrance,clause,1,Deal 11 damage to ALL enemies.,atomic_fixed,high,7.15,7.15,7.15,v3 quantified/scenario rule
DRAMATIC_ENTRANCE,극적인 입장,Dramatic Entrance,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DRAMATIC_ENTRANCE,극적인 입장,Dramatic Entrance,keyword,,keyword_innate,keyword_innate,medium,0.5,0.5,0.5,v1 keyword calibration
DREDGE,추출,Dredge,clause,1,Put 3 cards from your Discard Pile into your Hand.,tutor_to_hand,medium,7.5,7.5,7.5,selected card access = 2.5
DREDGE,추출,Dredge,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DRUM_OF_BATTLE,전투의 북소리,Drum of Battle,clause,1,Draw 2 cards.,atomic_fixed,medium,3.4,3.4,3.4,v3 quantified/scenario rule
DRUM_OF_BATTLE,전투의 북소리,Drum of Battle,clause,2,"When this card is Exhausted, gain 2 Energy.",self_exhaust_energy,medium,5.0,5.0,5.0,self-Exhaust reliably triggers 2 Energy
DUALCAST,이중 시전,Dualcast,clause,1,Evoke your rightmost Orb twice.,atomic_evoke_orb,low,1.5,3.0,8.0,v3 quantified/scenario rule
DUAL_WIELD,이도류,Dual Wield,clause,1,Choose an Attack or Power card.,selection_scope,high,0.0,0.0,0.0,selection scope; value counted by linked effect
DUAL_WIELD,이도류,Dual Wield,clause,2,Add a copy of that card into your Hand.,atomic_copy_selected_hand,low,1.5,3.0,5.0,v3 quantified/scenario rule
DYING_STAR,죽어가는 별,Dying Star,clause,1,Deal 9 damage to ALL enemies.,atomic_fixed,high,5.85,5.85,5.85,v3 quantified/scenario rule
DYING_STAR,죽어가는 별,Dying Star,clause,2,ALL enemies lose 9 Strength this turn.,atomic_enemy_strength_loss_turn,medium,10.53,10.53,10.53,v3 quantified/scenario rule
DYING_STAR,죽어가는 별,Dying Star,keyword,,keyword_ethereal,keyword_ethereal,medium,-1.0,-1.0,-1.0,v1 keyword calibration
DYING_STAR,죽어가는 별,Dying Star,printed_cost,,Spend 3 Stars to play this card,cost_star_spend,low,-6.0,-6.0,-6.0,printed Star payment: 3 × -2.0
ECHOING_SLASH,메아리 참격,Echoing Slash,clause,1,Deal 10 damage to ALL enemies.,atomic_fixed,high,6.5,6.5,6.5,v3 quantified/scenario rule
ECHOING_SLASH,메아리 참격,Echoing Slash,clause,2,Repeat this effect for each enemy killed.,repeat_aoe_per_kill,low,0.0,6.5,19.5,0/1/3 chained kills
ECHO_FORM,메아리의 형상,Echo Form,clause,1,The first card you play each turn is played an extra time.,first_card_each_turn_replay,low,5.0,18.5,36.0,average card × recurring turns
ECHO_FORM,메아리의 형상,Echo Form,keyword,,keyword_ethereal,keyword_ethereal,medium,-1.0,-1.0,-1.0,v1 keyword calibration
EIDOLON,허상,Eidolon,clause,1,Exhaust your Hand.,atomic_exhaust_hand,low,-2.0,1.0,5.0,v3 quantified/scenario rule
EIDOLON,허상,Eidolon,clause,2,"If 9 cards were Exhausted this way, gain 1 Intangible.",atomic_intangible+condition_probability,medium,0.0,8.4,12.0,v3 quantified/scenario rule
END_OF_DAYS,종말의 날,End of Days,clause,1,Apply 29 Doom to ALL enemies.,atomic_fixed,high,10.179,10.179,10.179,v3 quantified/scenario rule
END_OF_DAYS,종말의 날,End of Days,clause,2,Kill enemies with at least as much Doom as HP.,doom_execute,low,0.0,4.0,12.0,execute threshold frequency
ENERGY_SURGE,에너지 폭주,Energy Surge,clause,1,ALL players gain 2 Energy.,all_players+atomic_fixed,low,5.0,7.5,12.5,v3 quantified/scenario rule
ENERGY_SURGE,에너지 폭주,Energy Surge,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
ENFEEBLING_TOUCH,쇠약의 손길,Enfeebling Touch,clause,1,Enemy loses 8 Strength this turn.,atomic_enemy_strength_loss_turn,medium,7.2,7.2,7.2,v3 quantified/scenario rule
ENFEEBLING_TOUCH,쇠약의 손길,Enfeebling Touch,keyword,,keyword_ethereal,keyword_ethereal,medium,-1.0,-1.0,-1.0,v1 keyword calibration
ENLIGHTENMENT,계몽,Enlightenment,clause,1,Reduce the cost of ALL cards in your Hand to 1 this turn.,hand_cost_floor_one,low,0.0,5.0,12.5,energy saved by cards above 1 cost
ENLIGHTENMENT,계몽,Enlightenment,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
ENTHRALLED,매료됨,Enthralled,clause,1,"If this is in your Hand, it must be played before other cards.",play_restriction,low,-6.0,-2.25,-0.0,availability loss as fraction of card budget
ENTHRALLED,매료됨,Enthralled,keyword,,keyword_eternal_meta,keyword_eternal_meta,medium,-1.0,-1.0,-1.0,deck removal restriction
ENTRENCH,참호,Entrench,clause,1,Double your Block.,double_current_block,low,1.8,4.8,9.0,v3 quantified/scenario rule
ENTROPY,엔트로피,Entropy,clause,1,"At the start of your turn, Transform 1 card in your Hand.",recurring_random_transform,low,-3.0,5.55,24.0,random transform quality × active turns
ENVENOM,독 바르기,Envenom,clause,1,"Whenever an Attack deals unblocked damage, apply 1 Poison.",atomic_fixed+event_triggers,medium,1.0,3.5,18.0,v3 quantified/scenario rule
EQUILIBRIUM,평형,Equilibrium,clause,1,Gain 13 Block.,atomic_fixed,high,7.8,7.8,7.8,v3 quantified/scenario rule
EQUILIBRIUM,평형,Equilibrium,clause,2,Retain your Hand this turn.,atomic_retain_hand,high,2.0,2.0,2.0,v3 quantified/scenario rule
ERADICATE,척결,Eradicate,clause,1,Deal 11 damage X times.,atomic_fixed+x_value,medium,5.5,11.0,22.0,v3 quantified/scenario rule
ERADICATE,척결,Eradicate,keyword,,keyword_retain,keyword_retain,medium,0.5,0.5,0.5,v1 keyword calibration
ESCAPE_PLAN,탈출구,Escape Plan,clause,1,Draw 1 card.,atomic_fixed,medium,1.25,1.25,1.25,v3 quantified/scenario rule
ESCAPE_PLAN,탈출구,Escape Plan,clause,2,"If you draw a Skill, gain 3 Block.",atomic_fixed+condition_probability,low,0.0,1.26,1.8,v3 quantified/scenario rule
ETERNAL_ARMOR,영원의 갑옷,Eternal Armor,clause,1,Gain 9 Plating.,atomic_fixed,medium,14.4,14.4,14.4,v3 quantified/scenario rule
EVIL_EYE,악마의 눈,Evil Eye,clause,1,Gain 8 Block.,atomic_fixed,high,4.8,4.8,4.8,v3 quantified/scenario rule
EVIL_EYE,악마의 눈,Evil Eye,clause,2,Gain another 8 Block if you have Exhausted a card this turn.,conditional_extra_block,medium,0.0,3.36,4.8,conditional Block
EXPECT_A_FIGHT,싸움 준비,Expect a Fight,clause,1,Gain 1 Energy for each Attack in your Hand.,atomic_fixed+scaling_count,low,2.5,5.5,25.0,v3 quantified/scenario rule
EXPECT_A_FIGHT,싸움 준비,Expect a Fight,clause,2,You cannot gain additional 1 Energy this turn.,energy_gain_lock,low,-7.5,-2.5,-0.0,foregone energy effects
EXPERTISE,전문성,Expertise,clause,1,Draw cards until you have 6 in your Hand.,draw_to_six,low,0.0,5.55,12.0,0/3/6 cards drawn
EXPOSE,들춰내기,Expose,clause,1,Remove all Artifact and Block from the enemy.,strip_enemy_defense,low,1.0,4.0,10.0,enemy state dependent
EXPOSE,들춰내기,Expose,clause,2,Apply 2 Vulnerable.,atomic_fixed,medium,4.0,4.0,4.0,v3 quantified/scenario rule
EXPOSE,들춰내기,Expose,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
EXTERMINATE,박멸,Exterminate,clause,1,Deal 3 damage to ALL enemies 4 times.,atomic_fixed,high,7.8,7.8,7.8,v3 quantified/scenario rule
EXTERMINATE,박멸,Exterminate,interaction,,multi_hit_strength_synergy,multi_hit_strength_synergy,medium,0.0,0.75,2.25,V3 cross-effect interaction
FALLING_STAR,별똥별,Falling Star,clause,1,Deal 8 damage.,atomic_fixed,high,4.0,4.0,4.0,v3 quantified/scenario rule
FALLING_STAR,별똥별,Falling Star,clause,2,Apply 1 Weak.,atomic_fixed,medium,2.1,2.1,2.1,v3 quantified/scenario rule
FALLING_STAR,별똥별,Falling Star,clause,3,Apply 1 Vulnerable.,atomic_fixed,medium,2.0,2.0,2.0,v3 quantified/scenario rule
FALLING_STAR,별똥별,Falling Star,printed_cost,,Spend 2 Stars to play this card,cost_star_spend,low,-4.0,-4.0,-4.0,printed Star payment: 2 × -2.0
FAN_OF_KNIVES,칼날 부채,Fan of Knives,clause,1,Shivs now hit ALL enemies.,shiv_aoe_conversion,low,0.0,2.28,4.0,AoE premium on four generated Shivs
